Time (ms);Distance (cm);Brightness (lux);a_x (m/s^2);a_y (m/s^2);a_z (m/s^2);a_mag (m/s^2);r_x (rad/s^2);r_y (rad/s^2);r_z (rad/s^2);roll (deg);pitch (deg);yaw (deg)
1740; 96.31 ; 407.00 ; 0.08 ; -0.47 ; 9.22 ; 9.23 ; 0.08 ; -0.17 ; 1.24 ; -2.92 ; -0.49 ; -102.74
1871; 91.81 ; 408.00 ; 0.00 ; -0.04 ; 9.38 ; 9.38 ; 0.08 ; -0.17 ; 1.28 ; -0.24 ; 0.00 ; -91.08
2002; 92.43 ; 418.00 ; -0.20 ; -0.55 ; 9.38 ; 9.39 ; 0.11 ; -0.14 ; 0.68 ; -3.35 ; 1.20 ; -75.19
2137; 101.82 ; 460.00 ; -0.16 ; -0.39 ; 9.34 ; 9.35 ; 0.06 ; -0.12 ; 0.33 ; -2.41 ; 0.96 ; -72.91
2268; 99.06 ; 465.00 ; -0.08 ; -0.27 ; 9.30 ; 9.30 ; 0.05 ; -0.12 ; 0.25 ; -1.69 ; 0.48 ; -63.82
2399; 96.62 ; 455.00 ; 0.12 ; -0.12 ; 9.38 ; 9.38 ; 0.06 ; -0.12 ; 0.18 ; -0.72 ; -0.72 ; -65.42
2530; 99.27 ; 438.00 ; 0.00 ; -0.20 ; 9.38 ; 9.38 ; 0.06 ; -0.11 ; -0.00 ; -1.20 ; 0.00 ; -64.49
2661; 105.64 ; 419.00 ; 0.00 ; -0.31 ; 9.34 ; 9.34 ; 0.04 ; -0.10 ; -0.22 ; -1.93 ; 0.00 ; -62.46
2793; 84.97 ; 419.00 ; -0.04 ; -0.39 ; 9.26 ; 9.27 ; 0.04 ; -0.09 ; -0.26 ; -2.43 ; 0.24 ; -65.51
2926; 94.05 ; 446.00 ; -0.12 ; -0.31 ; 9.45 ; 9.46 ; 0.04 ; -0.09 ; -0.30 ; -1.90 ; 0.71 ; -75.12
3057; 80.07 ; 443.00 ; 0.00 ; -0.16 ; 9.34 ; 9.34 ; 0.05 ; -0.09 ; -0.30 ; -0.96 ; 0.00 ; -72.65
3186; 97.48 ; 448.00 ; 0.12 ; -0.08 ; 9.38 ; 9.42 ; 0.06 ; -0.10 ; -0.05 ; -0.48 ; -0.72 ; -74.12
3317; 96.06 ; 450.00 ; -0.16 ; -0.31 ; 9.34 ; 9.34 ; 0.06 ; -0.08 ; -0.45 ; -1.93 ; 0.96 ; -83.66
3448; 105.88 ; 432.00 ; -0.35 ; -0.27 ; 9.34 ; 9.35 ; 0.04 ; -0.08 ; -0.46 ; -1.68 ; 2.16 ; -90.77
3584; 78.02 ; 388.00 ; -0.20 ; -0.51 ; 9.26 ; 9.27 ; 0.05 ; -0.09 ; -0.22 ; -3.15 ; 1.21 ; -93.82
3715; 94.10 ; 392.00 ; -0.31 ; -0.78 ; 9.34 ; 9.37 ; 0.05 ; -0.12 ; 0.38 ; -4.80 ; 1.92 ; -99.46
3846; 108.96 ; 422.00 ; -0.12 ; -0.43 ; 9.38 ; 9.39 ; 0.05 ; -0.12 ; 0.31 ; -2.64 ; 0.72 ; -88.98
3979; 93.28 ; 434.00 ; 0.24 ; -0.20 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; 0.04 ; -1.19 ; -1.43 ; -80.15
4110; 96.51 ; 416.00 ; 0.12 ; -0.20 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; 0.07 ; -1.19 ; -0.72 ; -79.99
4245; 84.92 ; 381.00 ; 0.04 ; -0.20 ; 9.34 ; 9.34 ; 0.05 ; -0.10 ; -0.05 ; -1.20 ; -0.24 ; -84.29
4375; 93.56 ; 382.00 ; 0.08 ; -0.27 ; 9.41 ; 9.34 ; 0.05 ; -0.10 ; -0.12 ; -1.67 ; -0.48 ; -80.58
4506; 100.39 ; 394.00 ; -0.16 ; -0.20 ; 9.34 ; 9.34 ; 0.05 ; -0.10 ; 0.00 ; -1.20 ; 0.96 ; -88.69
4637; 100.49 ; 405.00 ; 0.00 ; -0.24 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; 0.03 ; -1.44 ; 0.00 ; -90.00
4768; 94.88 ; 405.00 ; -0.20 ; -0.27 ; 9.34 ; 9.34 ; 0.05 ; -0.10 ; 0.01 ; -1.68 ; 1.20 ; -95.48
5075; 89.53 ; 373.00 ; 0.00 ; -0.24 ; 9.30 ; 9.30 ; 0.06 ; -0.11 ; 0.06 ; -1.45 ; 0.00 ; -87.69
5206; 91.11 ; 377.00 ; -0.04 ; -0.31 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; 0.03 ; -1.91 ; 0.24 ; -86.04
5337; 99.93 ; 396.00 ; -0.24 ; -0.24 ; 9.30 ; 9.30 ; 0.06 ; -0.12 ; 0.26 ; -1.45 ; 1.45 ; -93.89
5468; 100.85 ; 422.00 ; 0.08 ; -0.39 ; 9.18 ; 9.19 ; 0.06 ; -0.13 ; 0.45 ; -2.45 ; -0.49 ; -80.39
5600; 103.35 ; 421.00 ; 0.00 ; -0.31 ; 9.30 ; 9.30 ; 0.06 ; -0.13 ; 0.39 ; -1.93 ; 0.00 ; -79.94
5734; 95.49 ; 389.00 ; -0.04 ; -0.27 ; 9.45 ; 9.46 ; 0.06 ; -0.13 ; 0.42 ; -1.66 ; 0.24 ; -80.59
5865; 102.50 ; 401.00 ; -0.12 ; -0.08 ; 9.26 ; 9.26 ; 0.06 ; -0.12 ; 0.31 ; -0.49 ; 0.73 ; -76.86
5997; 97.69 ; 417.00 ; -0.16 ; -0.16 ; 9.38 ; 9.38 ; 0.06 ; -0.12 ; 0.27 ; -0.96 ; 0.96 ; -74.89
6128; 97.43 ; 428.00 ; -0.04 ; -0.39 ; 9.30 ; 9.31 ; 0.06 ; -0.12 ; 0.42 ; -2.42 ; 0.24 ; -65.68
6259; 98.55 ; 427.00 ; -0.12 ; -0.39 ; 9.34 ; 9.34 ; 0.05 ; -0.12 ; 0.22 ; -2.41 ; 0.72 ; -62.94
6393; 92.98 ; 385.00 ; -0.12 ; -0.20 ; 9.38 ; 9.38 ; 0.06 ; -0.12 ; 0.21 ; -1.20 ; 0.72 ; -65.28
6524; 97.08 ; 387.00 ; 0.00 ; -0.24 ; 9.14 ; 9.14 ; 0.06 ; -0.12 ; 0.31 ; -1.48 ; 0.00 ; -60.24
6656; 107.65 ; 407.00 ; 0.00 ; -0.43 ; 9.34 ; 9.35 ; 0.06 ; -0.12 ; 0.21 ; -2.65 ; 0.00 ; -53.97
6787; 106.41 ; 427.00 ; 0.20 ; -0.43 ; 9.34 ; 9.35 ; 0.05 ; -0.11 ; 0.14 ; -2.65 ; -1.20 ; -49.84
6919; 96.51 ; 434.00 ; 0.16 ; -0.43 ; 9.30 ; 9.31 ; 0.05 ; -0.10 ; -0.06 ; -2.66 ; -0.97 ; -47.96
7053; 99.93 ; 392.00 ; 0.27 ; -0.24 ; 9.30 ; 9.30 ; 0.05 ; -0.09 ; -0.28 ; -1.45 ; -1.69 ; -53.75
7185; 96.82 ; 398.00 ; 0.39 ; -0.27 ; 9.34 ; 9.35 ; 0.05 ; -0.08 ; -0.49 ; -1.68 ; -2.40 ; -51.95
7316; 106.15 ; 427.00 ; 0.43 ; -0.35 ; 9.18 ; 9.19 ; 0.04 ; -0.07 ; -0.59 ; -2.20 ; -2.69 ; -58.68
7448; 101.68 ; 449.00 ; 0.75 ; -0.16 ; 9.41 ; 9.45 ; 0.03 ; -0.06 ; -0.90 ; -0.95 ; -4.53 ; -63.68
7579; 94.63 ; 440.00 ; 0.51 ; -0.08 ; 9.38 ; 9.39 ; 0.03 ; -0.03 ; -1.42 ; -0.48 ; -3.11 ; -75.14
7710; 87.39 ; 422.00 ; -0.08 ; -0.35 ; 9.26 ; 9.26 ; 0.02 ; -0.02 ; -1.57 ; -2.18 ; 0.49 ; -102.33
7844; 97.99 ; 375.00 ; -0.04 ; -0.27 ; 9.30 ; 9.30 ; 0.02 ; -0.02 ; -1.58 ; -1.69 ; 0.24 ; -122.92
7975; 83.61 ; 382.00 ; -0.08 ; -0.31 ; 9.18 ; 9.18 ; 0.02 ; -0.02 ; -1.58 ; -1.96 ; 0.49 ; -145.02
8107; 79.21 ; 371.00 ; -0.08 ; -0.43 ; 9.45 ; 9.46 ; 0.02 ; -0.02 ; -1.57 ; -2.61 ; 0.47 ; -162.96
8237; 92.89 ; 369.00 ; -0.12 ; -0.27 ; 9.18 ; 9.18 ; 0.02 ; -0.02 ; -1.57 ; -1.71 ; 0.73 ; -174.80
8368; 83.56 ; 359.00 ; -0.04 ; -0.31 ; 9.30 ; 9.30 ; 0.02 ; -0.02 ; -1.57 ; -1.93 ; 0.24 ; 169.74
8501; 78.19 ; 363.00 ; -0.04 ; -0.47 ; 9.41 ; 9.43 ; 0.01 ; -0.02 ; -1.57 ; -2.86 ; 0.24 ; 156.95
8631; 96.11 ; 359.00 ; 0.00 ; -0.31 ; 9.26 ; 9.26 ; 0.03 ; -0.02 ; -1.57 ; -1.94 ; 0.00 ; 144.50
8762; 97.48 ; 383.00 ; -0.08 ; -0.31 ; 9.34 ; 9.34 ; 0.02 ; -0.02 ; -1.57 ; -1.93 ; 0.48 ; 134.78
8893; 85.14 ; 379.00 ; -0.08 ; -0.31 ; 9.41 ; 9.42 ; 0.03 ; -0.02 ; -1.57 ; -1.91 ; 0.48 ; 125.50
9024; 95.70 ; 364.00 ; 0.00 ; -0.27 ; 9.34 ; 9.34 ; 0.02 ; -0.02 ; -1.56 ; -1.68 ; 0.00 ; 114.86
9158; 78.24 ; 380.00 ; 0.00 ; -0.39 ; 9.30 ; 9.30 ; 0.03 ; -0.02 ; -1.57 ; -2.42 ; 0.00 ; 103.81
9288; 86.62 ; 377.00 ; -0.08 ; -0.39 ; 9.34 ; 9.34 ; 0.02 ; -0.02 ; -1.57 ; -2.41 ; 0.48 ; 97.68
9418; 80.45 ; 383.00 ; -0.04 ; -0.35 ; 9.38 ; 9.38 ; 0.03 ; -0.02 ; -1.57 ; -2.16 ; 0.24 ; 86.69
9548; 81.26 ; 388.00 ; -0.08 ; -0.31 ; 9.41 ; 9.42 ; 0.02 ; -0.02 ; -1.57 ; -1.91 ; 0.48 ; 81.25
9679; 90.02 ; 396.00 ; 0.00 ; -0.31 ; 9.34 ; 9.34 ; 0.02 ; -0.02 ; -1.57 ; -1.93 ; 0.00 ; 69.60
9812; 96.77 ; 375.00 ; 0.08 ; -0.31 ; 9.38 ; 9.42 ; 0.02 ; -0.02 ; -1.57 ; -1.92 ; -0.48 ; 58.66
9944; 99.54 ; 354.00 ; 0.04 ; -0.27 ; 9.41 ; 9.42 ; 0.03 ; -0.02 ; -1.55 ; -1.67 ; -0.24 ; 51.81
10075; 77.83 ; 361.00 ; -0.04 ; -0.31 ; 9.38 ; 9.19 ; 0.03 ; -0.03 ; -1.55 ; -1.92 ; 0.24 ; 42.58
10205; 101.99 ; 339.00 ; 0.00 ; -0.31 ; 9.30 ; 9.30 ; 0.03 ; -0.02 ; -1.54 ; -1.93 ; 0.00 ; 34.09
10491; 91.77 ; 380.00 ; 0.00 ; -0.27 ; 9.30 ; 9.30 ; 0.03 ; -0.03 ; -1.42 ; -1.69 ; 0.00 ; 13.78
10625; 96.77 ; 342.00 ; -0.08 ; -0.31 ; 9.26 ; 9.26 ; 0.02 ; -0.03 ; -1.41 ; -1.94 ; 0.49 ; 5.63
10757; 91.72 ; 334.00 ; -0.04 ; -0.27 ; 9.45 ; 9.46 ; 0.03 ; -0.03 ; -1.41 ; -1.66 ; 0.24 ; -6.65
10887; 97.84 ; 340.00 ; 0.00 ; -0.35 ; 9.34 ; 9.34 ; 0.03 ; -0.03 ; -1.41 ; -2.17 ; 0.00 ; -17.57
11018; 90.85 ; 306.00 ; -0.08 ; -0.24 ; 9.34 ; 9.34 ; 0.03 ; -0.03 ; -1.41 ; -1.44 ; 0.48 ; -28.30
11149; 98.86 ; 286.00 ; -0.04 ; -0.27 ; 9.22 ; 9.22 ; 0.03 ; -0.03 ; -1.41 ; -1.71 ; 0.24 ; -41.29
11284; 99.64 ; 274.00 ; -0.12 ; -0.35 ; 9.26 ; 9.30 ; 0.03 ; -0.03 ; -1.41 ; -2.18 ; 0.73 ; -58.87
11415; 106.38 ; 263.00 ; -0.08 ; -0.31 ; 9.41 ; 9.42 ; 0.03 ; -0.03 ; -1.41 ; -1.91 ; 0.48 ; -73.53
11547; 109.13 ; 286.00 ; 0.04 ; -0.35 ; 9.30 ; 9.30 ; 0.03 ; -0.03 ; -1.40 ; -2.17 ; -0.24 ; -90.31
11679; 91.31 ; 267.00 ; -0.04 ; -0.24 ; 9.38 ; 9.38 ; 0.03 ; -0.03 ; -1.41 ; -1.44 ; 0.24 ; -107.18
11810; 81.66 ; 284.00 ; -0.04 ; -0.27 ; 9.22 ; 9.22 ; 0.02 ; -0.03 ; -1.41 ; -1.71 ; 0.24 ; -125.07
11943; 102.48 ; 275.00 ; -0.04 ; -0.31 ; 9.26 ; 9.26 ; 0.03 ; -0.03 ; -1.41 ; -1.94 ; 0.24 ; -142.87
12076; 88.61 ; 257.00 ; -0.12 ; -0.35 ; 9.22 ; 9.23 ; 0.03 ; -0.03 ; -1.40 ; -2.19 ; 0.73 ; -159.18
12207; 91.57 ; 256.00 ; -0.08 ; -0.27 ; 9.26 ; 9.26 ; 0.03 ; -0.03 ; -1.40 ; -1.70 ; 0.49 ; -173.64
12338; 82.54 ; 259.00 ; -0.08 ; -0.31 ; 9.30 ; 9.30 ; 0.02 ; -0.03 ; -1.40 ; -1.93 ; 0.48 ; 174.94
12468; 90.87 ; 251.00 ; -0.08 ; -0.27 ; 9.38 ; 9.38 ; 0.03 ; -0.03 ; -1.40 ; -1.68 ; 0.48 ; 163.50
12602; 94.39 ; 250.00 ; -0.16 ; -0.20 ; 9.30 ; 9.30 ; 0.03 ; -0.03 ; -1.40 ; -1.21 ; 0.97 ; 154.54
12733; 90.85 ; 227.00 ; 0.00 ; -0.31 ; 9.26 ; 9.34 ; 0.03 ; -0.03 ; -1.40 ; -1.94 ; 0.00 ; 141.32
12863; 85.80 ; 208.00 ; -0.04 ; -0.39 ; 9.30 ; 9.31 ; 0.03 ; -0.03 ; -1.40 ; -2.42 ; 0.24 ; 129.79
12994; 81.30 ; 191.00 ; 0.00 ; -0.35 ; 9.30 ; 9.30 ; 0.03 ; -0.03 ; -1.40 ; -2.17 ; 0.00 ; 122.75
13124; 84.27 ; 164.00 ; 0.00 ; -0.27 ; 9.26 ; 9.26 ; 0.03 ; -0.03 ; -1.40 ; -1.70 ; 0.00 ; 111.31
13257; 97.04 ; 119.00 ; 0.00 ; -0.27 ; 9.41 ; 9.38 ; 0.03 ; -0.03 ; -1.40 ; -1.67 ; 0.00 ; 104.96
13388; 87.44 ; 75.00 ; -0.08 ; -0.24 ; 9.38 ; 9.38 ; 0.03 ; -0.03 ; -1.39 ; -1.44 ; 0.48 ; 98.69
13519; 96.46 ; 40.00 ; -0.08 ; -0.31 ; 9.26 ; 9.22 ; 0.02 ; -0.03 ; -1.39 ; -1.94 ; 0.49 ; 89.23
13650; 97.38 ; 53.00 ; -0.04 ; -0.35 ; 9.26 ; 9.26 ; 0.03 ; -0.04 ; -1.39 ; -2.18 ; 0.24 ; 79.90
13782; 85.40 ; 64.00 ; -0.04 ; -0.27 ; 9.34 ; 9.38 ; 0.03 ; -0.03 ; -1.39 ; -1.68 ; 0.24 ; 72.01
13913; 104.06 ; 75.00 ; -0.12 ; -0.35 ; 9.38 ; 9.38 ; 0.03 ; -0.03 ; -1.39 ; -2.16 ; 0.72 ; 64.30
14047; 78.24 ; 55.00 ; -0.04 ; -0.24 ; 9.34 ; 9.34 ; 0.03 ; -0.04 ; -1.26 ; -1.44 ; 0.24 ; 55.08
14177; 75.84 ; 47.00 ; -0.08 ; -0.27 ; 9.30 ; 9.30 ; 0.03 ; -0.04 ; -1.22 ; -1.69 ; 0.48 ; 48.80
14307; 87.33 ; 29.00 ; 0.00 ; -0.31 ; 9.34 ; 9.34 ; 0.03 ; -0.04 ; -1.22 ; -1.93 ; 0.00 ; 43.04
14437; 81.11 ; 21.00 ; -0.04 ; -0.31 ; 9.30 ; 9.30 ; 0.03 ; -0.04 ; -1.22 ; -1.93 ; 0.24 ; 34.82
14568; 94.68 ; 19.00 ; 0.00 ; -0.27 ; 9.22 ; 9.24 ; 0.03 ; -0.04 ; -1.22 ; -1.71 ; 0.00 ; 28.45
14701; 70.59 ; 19.00 ; -0.12 ; -0.16 ; 9.38 ; 9.38 ; 0.03 ; -0.04 ; -1.22 ; -0.96 ; 0.72 ; 18.94
14831; 95.75 ; 23.00 ; -0.08 ; -0.20 ; 9.41 ; 9.42 ; 0.03 ; -0.04 ; -1.22 ; -1.19 ; 0.48 ; 12.12
14962; 94.12 ; 21.00 ; -0.24 ; -0.16 ; 9.53 ; 9.54 ; 0.03 ; -0.04 ; -1.22 ; -0.94 ; 1.41 ; 2.23
15093; 97.94 ; 17.00 ; 0.00 ; -0.27 ; 9.41 ; 9.42 ; 0.03 ; -0.04 ; -1.22 ; -1.67 ; 0.00 ; -4.31
15224; 86.76 ; 10.00 ; -0.12 ; -0.27 ; 9.41 ; 9.42 ; 0.03 ; -0.04 ; -1.21 ; -1.67 ; 0.72 ; -16.41
15357; 100.39 ; 9.00 ; -0.08 ; -0.27 ; 9.26 ; 9.26 ; 0.04 ; -0.04 ; -1.21 ; -1.70 ; 0.49 ; -26.58
15490; 96.00 ; 8.00 ; -9.57 ; 7.41 ; 9.69 ; 15.51 ; -0.30 ; -0.14 ; -0.44 ; 37.42 ; 38.12 ; -104.01
15778; 96.40 ; 9.00 ; 0.04 ; -0.20 ; 9.06 ; 9.06 ; 0.05 ; -0.09 ; -0.40 ; -1.24 ; -0.25 ; -38.86
15909; 98.64 ; 11.00 ; 0.00 ; -0.16 ; 9.30 ; 9.30 ; 0.05 ; -0.09 ; -0.40 ; -0.97 ; 0.00 ; -47.20
16040; 13.18 ; 9.00 ; 0.04 ; -0.20 ; 9.22 ; 9.38 ; 0.05 ; -0.09 ; -0.40 ; -1.22 ; -0.24 ; -52.21
16171; 10.68 ; 9.00 ; 0.47 ; -0.94 ; 9.30 ; 9.36 ; 0.03 ; -0.08 ; -0.55 ; -5.78 ; -2.88 ; -38.09
16296; 11.78 ; 13.00 ; -0.20 ; -0.71 ; 9.34 ; 9.36 ; 0.05 ; -0.09 ; -0.28 ; -4.33 ; 1.20 ; -61.70
16422; 13.48 ; 14.00 ; 0.27 ; -0.35 ; 9.22 ; 9.23 ; 0.07 ; -0.11 ; -0.10 ; -2.19 ; -1.70 ; -54.46
16548; 11.85 ; 13.00 ; 0.16 ; 0.00 ; 9.45 ; 9.45 ; 0.06 ; -0.12 ; 0.24 ; 0.00 ; -0.95 ; -61.72
16674; 10.78 ; 12.00 ; -0.08 ; -0.35 ; 9.34 ; 9.34 ; 0.06 ; -0.12 ; 0.37 ; -2.17 ; 0.48 ; -62.55
16803; 10.68 ; 11.00 ; -0.08 ; -0.31 ; 9.34 ; 9.34 ; 0.06 ; -0.12 ; 0.38 ; -1.93 ; 0.48 ; -59.95
16930; 13.02 ; 9.00 ; -0.31 ; -0.55 ; 9.30 ; 9.32 ; 0.06 ; -0.11 ; 0.12 ; -3.38 ; 1.93 ; -60.14
17056; 13.53 ; 10.00 ; 0.04 ; -0.20 ; 9.26 ; 9.26 ; 0.06 ; -0.11 ; 0.09 ; -1.21 ; -0.24 ; -53.98
17182; 11.59 ; 9.00 ; 0.00 ; -0.24 ; 9.26 ; 9.26 ; 0.05 ; -0.11 ; 0.10 ; -1.46 ; 0.00 ; -51.15
17308; 90.84 ; 10.00 ; 0.00 ; -0.20 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; 0.13 ; -1.20 ; 0.00 ; -52.23
17442; 11.95 ; 9.00 ; -0.04 ; -0.27 ; 9.30 ; 9.30 ; 0.05 ; -0.11 ; 0.15 ; -1.69 ; 0.24 ; -48.55
17568; 93.90 ; 10.00 ; -0.04 ; -0.08 ; 9.26 ; 9.34 ; 0.06 ; -0.11 ; 0.15 ; -0.49 ; 0.24 ; -53.68
17699; 95.04 ; 11.00 ; -0.04 ; 0.00 ; 9.30 ; 9.30 ; 0.06 ; -0.11 ; 0.19 ; 0.00 ; 0.24 ; -53.33
17829; 100.78 ; 12.00 ; 0.00 ; -0.12 ; 9.41 ; 9.42 ; 0.06 ; -0.11 ; 0.23 ; -0.72 ; 0.00 ; -49.92
17961; 96.19 ; 12.00 ; -0.08 ; -0.20 ; 9.45 ; 9.46 ; 0.06 ; -0.12 ; 0.26 ; -1.19 ; 0.48 ; -44.86
18093; 98.76 ; 11.00 ; -0.08 ; -0.20 ; 9.45 ; 9.47 ; 0.06 ; -0.12 ; 0.27 ; -1.19 ; 0.48 ; -44.86
18227; 92.67 ; 10.00 ; -0.12 ; -0.39 ; 9.34 ; 9.34 ; 0.06 ; -0.11 ; 0.08 ; -2.41 ; 0.72 ; -38.66
18358; 96.46 ; 10.00 ; -0.16 ; 0.12 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; 0.06 ; 0.72 ; 0.95 ; -46.47
18489; 94.56 ; 11.00 ; -0.47 ; 0.04 ; 9.41 ; 9.43 ; 0.05 ; -0.10 ; -0.02 ; 0.24 ; 2.86 ; -50.89
18620; 77.47 ; 11.00 ; -0.67 ; 0.08 ; 9.38 ; 9.40 ; 0.05 ; -0.11 ; 0.00 ; 0.48 ; 4.07 ; -55.75
18750; 85.23 ; 11.00 ; -0.63 ; 0.04 ; 9.45 ; 9.47 ; 0.05 ; -0.11 ; 0.00 ; 0.24 ; 3.80 ; -54.69
18883; 92.21 ; 13.00 ; -0.39 ; -0.04 ; 9.41 ; 9.42 ; 0.06 ; -0.11 ; 0.07 ; -0.24 ; 2.39 ; -54.07
19014; 107.02 ; 15.00 ; -0.47 ; -0.04 ; 9.45 ; 9.47 ; 0.06 ; -0.11 ; 0.00 ; -0.24 ; 2.85 ; -52.36
19146; 96.77 ; 14.00 ; -1.06 ; 0.08 ; 9.34 ; 9.40 ; 0.05 ; -0.10 ; -0.07 ; 0.48 ; 6.47 ; -68.06
19277; 91.26 ; 14.00 ; -0.12 ; -0.24 ; 9.34 ; 9.34 ; 0.05 ; -0.10 ; -0.06 ; -1.44 ; 0.72 ; -47.78
19408; 101.21 ; 17.00 ; -0.08 ; -0.27 ; 9.30 ; 9.30 ; 0.05 ; -0.10 ; -0.06 ; -1.69 ; 0.48 ; -46.69
19543; 94.78 ; 21.00 ; -0.12 ; -0.20 ; 9.30 ; 9.30 ; 0.05 ; -0.11 ; -0.06 ; -1.21 ; 0.73 ; -50.03
19674; 92.88 ; 20.00 ; 0.00 ; -0.20 ; 9.41 ; 9.42 ; 0.05 ; -0.10 ; -0.06 ; -1.19 ; 0.00 ; -52.50
19805; 97.69 ; 22.00 ; -0.12 ; -0.20 ; 9.41 ; 9.42 ; 0.06 ; -0.10 ; -0.06 ; -1.19 ; 0.72 ; -54.47
19936; 95.70 ; 25.00 ; 0.00 ; -0.27 ; 9.30 ; 9.30 ; 0.05 ; -0.11 ; -0.06 ; -1.69 ; 0.00 ; -52.32
20067; 90.99 ; 30.00 ; -0.12 ; -0.20 ; 9.38 ; 9.38 ; 0.05 ; -0.10 ; -0.06 ; -1.20 ; 0.72 ; -55.81
20201; 94.71 ; 43.00 ; -0.04 ; -0.27 ; 9.53 ; 9.54 ; 0.05 ; -0.11 ; -0.06 ; -1.65 ; 0.24 ; -56.29
20332; 99.88 ; 60.00 ; -0.04 ; -0.12 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; -0.06 ; -0.72 ; 0.24 ; -57.34
20463; 95.70 ; 84.00 ; 0.00 ; -0.31 ; 9.38 ; 9.38 ; 0.05 ; -0.10 ; -0.06 ; -1.92 ; 0.00 ; -53.14
20594; 96.29 ; 106.00 ; -0.08 ; -0.27 ; 9.26 ; 9.26 ; 0.06 ; -0.10 ; -0.06 ; -1.70 ; 0.49 ; -55.47
20725; 90.94 ; 122.00 ; -0.04 ; -0.20 ; 9.34 ; 9.34 ; 0.05 ; -0.11 ; -0.06 ; -1.20 ; 0.24 ; -60.04
21010; 96.00 ; 168.00 ; 0.04 ; -0.20 ; 9.34 ; 9.34 ; 0.05 ; -0.10 ; -0.06 ; -1.20 ; -0.24 ; -61.92
21142; 92.72 ; 200.00 ; 0.04 ; -0.27 ; 9.30 ; 9.30 ; 0.06 ; -0.10 ; -0.06 ; -1.69 ; -0.24 ; -59.85
21273; 91.65 ; 225.00 ; -0.12 ; -0.16 ; 9.38 ; 9.14 ; 0.05 ; -0.11 ; -0.06 ; -0.96 ; 0.72 ; -61.85
21404; 95.90 ; 241.00 ; -0.04 ; -0.27 ; 9.26 ; 9.26 ; 0.05 ; -0.10 ; -0.05 ; -1.70 ; 0.24 ; -60.73
21535; 101.05 ; 251.00 ; 0.00 ; -0.12 ; 9.22 ; 9.30 ; 0.05 ; -0.11 ; -0.06 ; -0.73 ; 0.00 ; -63.76
21669; 92.49 ; 286.00 ; -0.12 ; -0.20 ; 9.38 ; 9.38 ; 0.06 ; -0.10 ; -0.06 ; -1.20 ; 0.72 ; -65.28
21800; 99.30 ; 328.00 ; -0.08 ; -0.20 ; 9.30 ; 9.30 ; 0.05 ; -0.10 ; -0.06 ; -1.21 ; 0.48 ; -66.42
21933; 112.82 ; 302.00 ; -0.08 ; -0.35 ; 9.38 ; 9.38 ; 0.05 ; -0.10 ; -0.06 ; -2.16 ; 0.48 ; -66.24
22065; 96.00 ; 312.00 ; 0.04 ; -0.20 ; 9.45 ; 9.46 ; 0.05 ; -0.10 ; -0.06 ; -1.19 ; -0.24 ; -65.25
22197; 98.91 ; 318.00 ; 0.04 ; -0.20 ; 9.22 ; 9.22 ; 0.05 ; -0.10 ; -0.05 ; -1.22 ; -0.24 ; -67.15
22331; 102.43 ; 380.00 ; -0.08 ; -0.24 ; 9.41 ; 9.42 ; 0.06 ; -0.10 ; -0.06 ; -1.43 ; 0.48 ; -69.27
22463; 97.38 ; 418.00 ; -0.16 ; -0.12 ; 9.26 ; 9.34 ; 0.05 ; -0.10 ; -0.06 ; -0.73 ; 0.97 ; -71.45
22594; 80.99 ; 409.00 ; -0.04 ; -0.24 ; 9.26 ; 9.26 ; 0.06 ; -0.11 ; -0.06 ; -1.46 ; 0.24 ; -72.55
22725; 82.79 ; 398.00 ; -0.08 ; -0.24 ; 9.26 ; 9.34 ; 0.05 ; -0.10 ; -0.07 ; -1.46 ; 0.49 ; -71.93
22855; 95.09 ; 381.00 ; -0.04 ; -0.16 ; 9.41 ; 9.42 ; 0.05 ; -0.11 ; -0.07 ; -0.95 ; 0.24 ; -74.39
22990; 91.67 ; 374.00 ; 0.00 ; -0.27 ; 9.41 ; 9.42 ; 0.05 ; -0.10 ; -0.07 ; -1.67 ; 0.00 ; -75.32
23120; 96.50 ; 385.00 ; -0.12 ; -0.20 ; 9.26 ; 9.26 ; 0.05 ; -0.10 ; -0.07 ; -1.21 ; 0.73 ; -79.43
23252; 79.21 ; 390.00 ; -0.08 ; -0.24 ; 9.45 ; 9.46 ; 0.05 ; -0.10 ; -0.07 ; -1.43 ; 0.48 ; -80.24
23383; 102.38 ; 402.00 ; -0.04 ; -0.27 ; 9.38 ; 9.38 ; 0.05 ; -0.10 ; -0.07 ; -1.68 ; 0.24 ; -78.37
23515; 90.14 ; 401.00 ; -0.08 ; -0.31 ; 9.38 ; 9.38 ; 0.05 ; -0.11 ; -0.07 ; -1.92 ; 0.48 ; -83.59
23646; 86.45 ; 393.00 ; 0.00 ; -0.24 ; 9.26 ; 9.26 ; 0.05 ; -0.10 ; -0.07 ; -1.46 ; 0.00 ; -81.96
